t,speed_now,speed_ref,yaw_now,yaw_ref,yaw_err_deg,steer,accel,traj_x,traj_y
0.1,0.0,3.0,-1.593737006187439,-1.593737006187439,0.0,-0.0029501032549887896,1.5,199.989990234375,230.59999084472656
0.2,0.0002657985605765134,3.0,-1.593737006187439,-1.593737006187439,0.0,-0.0011621619341894984,1.5,199.989990234375,230.59999084472656
0.30000000000000004,0.001030454644933343,3.0,-1.593737006187439,-1.593737006187439,0.0,-0.0011621619341894984,1.5,199.989990234375,230.59999084472656
0.4,0.001100997906178236,3.0,-1.593737006187439,-1.593737006187439,0.0,-0.0011621619341894984,1.5,199.989990234375,230.59999084472656
0.5,0.0008452034089714289,3.0,-1.593737006187439,-1.593737006187439,0.0,-0.0011621619341894984,1.5,199.989990234375,230.59999084472656
0.6000000000000001,0.0004200267721898854,3.0,-1.593737006187439,-1.593737006187439,0.0,-0.0011621619341894984,1.5,199.989990234375,230.59999084472656
0.7000000000000001,0.18331469595432281,3.0,-1.5937318801879883,-1.593737006187439,-0.0002936981343105483,-0.001114754006266594,1.5,199.9899444580078,230.5969696044922
0.8,0.9675331711769104,3.0,-1.5936098098754883,-1.593737006187439,-0.007287811844403605,-0.0008978176629170775,1.5,199.98500061035156,230.3778533935547
0.9,1.4512776136398315,3.0,-1.5934815406799316,-1.593737006187439,-0.014637095391337325,-0.0014222582103684545,1.5,199.9770050048828,230.00770568847656
1.0,1.9041043519973755,3.0,-1.5941156148910522,-1.593737006187439,0.021692680803960498,0.0013122238451614976,1.091100811958313,199.96481323242188,229.505615234375
1.1,2.3492751121520996,3.0,-1.594496488571167,-1.593737006187439,0.04351513520215124,0.0009678906062617898,0.6681885719299316,199.94921875,228.86370849609375
1.2000000000000002,2.58445143699646,3.0,-1.5944737195968628,-1.593737006187439,0.04221056907067879,0.00023203172895591706,0.44477105140686035,199.9374542236328,228.3690643310547
1.3,2.8551442623138428,3.0,-1.5939329862594604,-1.593737006187439,0.011228830995500963,-0.0005350567516870797,0.18761295080184937,199.91900634765625,227.55079650878906
1.4000000000000001,3.036435127258301,3.0,-1.5933380126953125,-1.593737006187439,-0.022860643152032675,0.013289561495184898,0.0152044128626585,199.89950561523438,226.66456604003906
1.5,2.8330507278442383,3.0,-1.5947422981262207,-1.593737006187439,0.05759898527071753,-0.0016198852099478245,0.20860181748867035,199.8764190673828,225.76663208007812
1.6,2.798370361328125,3.0,-1.5942984819412231,-1.593737006187439,0.03217019099076006,-0.0005342052318155766,0.24154822528362274,199.85723876953125,224.93536376953125
1.7000000000000002,2.968820333480835,3.0,-1.5937423706054688,-1.593737006187439,0.0003073585126505738,-0.0032641382422298193,0.0796205922961235,199.83786010742188,224.06997680664062
1.8,3.042994260787964,3.0,-1.5928568840026855,-1.593737006187439,-0.05042728664220414,0.01327080000191927,0.008661261759698391,199.81866455078125,223.16368103027344
1.9000000000000001,2.9785869121551514,3.0,-1.5942658185958862,-1.593737006187439,0.030298719158176564,-0.001452264841645956,0.06982805579900742,199.79591369628906,222.26171875
2.0,2.9869372844696045,3.0,-1.5940834283828735,-1.593737006187439,0.019848529728057056,-0.0024543050676584244,0.06208712235093117,199.78225708007812,221.66677856445312
2.1,3.0205087661743164,3.0,-1.5935022830963135,-1.593737006187439,-0.013448642475755107,-0.0028593840543180704,0.029922645539045334,199.7621612548828,220.76329040527344
2.2,2.992913246154785,3.0,-1.5927287340164185,-1.593737006187439,-0.057769739999967845,-0.0004926580004394054,0.05619807168841362,199.74313354492188,219.864501953125
2.3000000000000003,3.0345022678375244,3.0,-1.5940076112747192,-1.593737006187439,0.015504529415928945,0.001223058090545237,0.016261693090200424,199.72119140625,218.9583282470703
2.4000000000000004,2.991161823272705,3.0,-1.5939946174621582,-1.593737006187439,0.014760038796397552,-0.0022028135135769844,0.057393401861190796,199.70016479492188,218.05670166015625
2.5,3.0361568927764893,3.0,-1.5934438705444336,-1.593737006187439,-0.016795435169061356,-0.0028419240843504667,0.014391244389116764,199.68023681640625,217.15443420410156
2.6,2.9892005920410156,3.0,-1.5927780866622925,-1.593737006187439,-0.05494204168358257,0.013698942959308624,0.05886933580040932,199.660888671875,216.25059509277344
2.7,3.0301036834716797,3.0,-1.5942178964614868,-1.593737006187439,0.027552983111831436,0.0011448489967733622,0.01985003426671028,199.63819885253906,215.35025024414062
2.8000000000000003,2.9910664558410645,3.0,-1.593885898590088,-1.593737006187439,0.008530906273345925,-0.00011378631461411715,0.056798603385686874,199.6174774169922,214.446533203125
2.9000000000000004,3.0411300659179688,3.0,-1.5931947231292725,-1.593737006187439,-0.031070530534388005,-0.0005316833849065006,0.008971234783530235,199.59774780273438,213.5443878173828
3.0,2.99957537651062,3.0,-1.592628002166748,-1.593737006187439,-0.06354124984862862,0.013560023158788681,0.04811348021030426,199.578369140625,212.63644409179688
3.1,2.9822096824645996,3.0,-1.594065546989441,-1.593737006187439,0.01882400135255514,-0.001313003129325807,0.06496507674455643,199.55604553222656,211.74411010742188
3.2,3.0162808895111084,3.0,-1.5939923524856567,-1.593737006187439,0.014630265202167312,-0.002198033034801483,0.03250104933977127,199.5421600341797,211.14410400390625
3.3000000000000003,3.0032403469085693,3.0,-1.5934451818466187,-1.593737006187439,-0.016720303088191214,-0.002779983915388584,0.04469969868659973,199.5222625732422,210.2406005859375
3.4000000000000004,3.0021157264709473,3.0,-1.594342827796936,-1.593737006187439,0.0347110213620048,-0.0024477923288941383,0.04578223079442978,199.5008544921875,209.34181213378906
3.5,3.0067946910858154,3.0,-1.5944092273712158,-1.593737006187439,0.0385154367297019,0.0004290964570827782,0.041336510330438614,199.47946166992188,208.44308471679688
3.6,3.0116705894470215,3.0,-1.5939322710037231,-1.593737006187439,0.011187849860480886,-0.0004355469427537173,0.03647156059741974,199.4588165283203,207.5392303466797
3.7,2.996751308441162,3.0,-1.593379020690918,-1.593737006187439,-0.020511058077548293,-0.0031524214427918196,0.05070320889353752,199.43896484375,206.64089965820312
3.8000000000000003,3.019822359085083,3.0,-1.59457528591156,-1.593737006187439,0.04802989024352967,-0.0016093460144475102,0.02849634923040867,199.41673278808594,205.7366943359375
3.9000000000000004,2.975358486175537,3.0,-1.5942929983139038,-1.593737006187439,0.03185600228893947,-0.002372871385887265,0.07096445560455322,199.3958740234375,204.84046936035156
4.0,3.029144287109375,3.0,-1.5936248302459717,-1.593737006187439,-0.0064272080089819985,-0.0005646666395477951,0.019730500876903534,199.37586975097656,203.94085693359375
4.1000000000000005,2.990265130996704,3.0,-1.5928236246109009,-1.593737006187439,-0.052332909420637695,-0.0006563046481460333,0.05654170736670494,199.35659790039062,203.03746032714844
4.2,3.0376009941101074,3.0,-1.594264268875122,-1.593737006187439,0.030209926698966397,-0.0013950318098068237,0.011329138651490211,199.3343963623047,202.13563537597656
4.3,3.016024589538574,3.0,-1.5939797163009644,-1.593737006187439,0.013906265150145961,0.0004663396393880248,0.03157119080424309,199.320556640625,201.52989196777344
4.4,2.9996113777160645,3.0,-1.593711256980896,-1.593737006187439,-0.0014753208607227542,-0.002719060517847538,0.047195542603731155,199.3001251220703,200.63113403320312
4.5,3.0099146366119385,3.0,-1.5930044651031494,-1.593737006187439,-0.041971512449728354,-0.002906110603362322,0.03725915774703026,199.28077697753906,199.72914123535156
4.6000000000000005,3.0057969093322754,3.0,-1.593864917755127,-1.593737006187439,0.007328792979423682,-0.0023614552337676287,0.041056402027606964,199.2597198486328,198.82757568359375
4.7,2.9899027347564697,3.0,-1.5939741134643555,-1.593737006187439,0.01358524625915536,0.0006405533640645444,0.05620824173092842,199.23866271972656,197.92881774902344
4.800000000000001,3.0149242877960205,3.0,-1.5935314893722534,-1.593737006187439,-0.011775246129101982,-0.00012270403385628015,0.0323324091732502,199.2184600830078,197.0286865234375
4.9,2.999159336090088,3.0,-1.5930750370025635,-1.593737006187439,-0.03792804046108081,-0.002880693878978491,0.04716942831873894,199.19869995117188,196.12599182128906
5.0,3.0113306045532227,3.0,-1.5943557024002075,-1.593737006187439,0.035448681792366175,-0.0014416633639484644,0.035618677735328674,199.17665100097656,195.2278289794922
5.1000000000000005,3.0057873725891113,3.0,-1.594153881072998,-1.593737006187439,0.02388517152753459,-0.002255054423585534,0.04067692905664444,199.15565490722656,194.3241424560547
