throttle,velocity,acceleration
0.38,2.002058,0.018275
0.38,1.998411,0.017860
0.38,2.003768,0.017496
0.38,2.000082,0.017096
0.38,2.005405,0.016739
0.38,2.001682,0.016357
0.38,2.006971,0.016016
0.38,2.003212,0.015649
0.38,2.008469,0.015316
0.38,2.004675,0.014962
0.38,2.009902,0.014651
0.40,0.027826,0.000000
0.40,0.021348,0.000000
0.40,0.021706,0.000000
0.40,0.082551,0.000000
0.40,0.027644,-0.000914
0.40,0.089002,0.338266
0.40,0.043369,0.108317
0.40,0.099119,0.082840
0.40,0.178022,0.751892
0.40,0.140830,0.259141
0.40,0.178918,0.677742
0.40,0.277561,0.892209
0.40,0.287904,0.549411
0.40,0.344296,1.017331
0.40,0.373660,0.973712
0.40,0.448606,0.855224
0.40,0.512334,1.122149
0.40,0.565755,1.107297
0.40,0.608907,1.176235
0.40,0.554222,0.528079
0.40,0.657562,0.726142
0.40,0.670717,0.524806
0.40,0.683668,0.373806
0.40,0.706142,0.759602
0.40,0.725103,0.337701
0.40,0.749089,0.391864
0.40,0.776024,0.461776
0.40,0.797633,0.457452
0.40,0.830355,0.526260
0.40,0.861425,0.561678
0.40,0.892809,0.583928
0.40,0.925838,0.641029
0.40,0.957384,0.635145
0.40,0.987505,0.630398
0.40,1.015670,0.614306
0.40,1.042202,0.581815
0.40,1.067531,0.550738
0.40,1.091880,0.521875
0.40,1.116965,0.506473
0.40,1.143211,0.505048
0.40,1.167354,0.499115
0.40,1.190022,0.490712
0.40,1.211720,0.473775
0.40,1.233065,0.449269
0.40,1.254478,0.435620
0.40,1.276242,0.431099
0.40,1.297981,0.431305
0.40,1.320614,0.437746
0.40,1.344207,0.448642
0.40,1.367920,0.458392
0.40,1.389789,0.459043
0.40,1.410576,0.449809
0.40,1.430486,0.431397
0.40,1.449833,0.409566
0.40,1.468601,0.394058
0.40,1.486990,0.382073
0.40,1.504914,0.372139
0.40,1.522532,0.363495
0.40,1.539744,0.355716
0.40,1.556687,0.348481
0.40,1.573253,0.341694
0.40,1.589570,0.335186
0.40,1.605525,0.328904
0.40,1.621245,0.322794
0.40,1.636614,0.316805
0.40,1.651754,0.310924
0.40,1.666546,0.305106
0.40,1.681117,0.299360
0.40,1.695354,0.293702
0.40,1.709368,0.288070
0.40,1.723063,0.282585
0.40,1.736539,0.277109
0.40,1.749695,0.271706
0.40,1.762640,0.266359
0.40,1.775274,0.261052
0.40,1.787703,0.255821
0.40,1.799833,0.250689
0.40,1.811765,0.245624
0.40,1.823404,0.240649
0.40,1.834852,0.235744
0.40,1.846015,0.230908
0.40,1.856994,0.226143
0.40,1.867698,0.221470
0.40,1.878223,0.216854
0.40,1.888484,0.212346
0.40,1.898574,0.207900
0.40,1.908407,0.203548
0.40,1.918078,0.199276
0.40,1.927499,0.195077
0.40,1.936767,0.190965
0.40,1.945795,0.186938
0.40,1.954671,0.182966
0.40,1.963320,0.179105
0.40,1.971826,0.175296
0.40,1.980108,0.171565
0.40,1.988276,0.168022
0.40,1.996286,0.164826
0.40,2.004260,0.162170
0.40,2.012140,0.160160
0.40,2.020026,0.158751
0.40,2.027852,0.157831
0.40,2.035708,0.157238
0.40,2.043519,0.156897
0.40,2.051374,0.156739
0.40,2.059192,0.156703
0.40,2.067058,0.156753
0.40,2.074895,0.156881
0.40,2.082783,0.157047
0.40,2.090645,0.157266
0.40,2.098559,0.157501
0.40,2.106447,0.157759
0.40,2.114388,0.158026
0.40,2.122306,0.158301
0.40,2.130276,0.158585
0.40,2.138223,0.158882
0.40,2.146222,0.159167
0.40,2.154198,0.159462
0.40,2.162226,0.159753
0.40,2.170230,0.160034
0.40,2.178287,0.160329
0.40,2.186323,0.160622
0.40,2.194409,0.160915
0.40,2.202474,0.161221
0.40,2.210592,0.161522
0.40,2.218687,0.161821
0.40,2.226833,0.162117
0.40,2.234958,0.162417
0.40,2.243131,0.162698
0.40,2.251284,0.162984
0.40,2.259485,0.163264
0.40,2.267668,0.163552
0.40,2.275899,0.163837
0.40,2.284110,0.164134
0.40,2.292371,0.164426
0.40,2.300612,0.164717
0.40,2.308901,0.165013
0.40,2.317173,0.165312
0.40,2.325491,0.165604
0.40,2.333792,0.165903
0.40,2.342142,0.166201
0.40,2.350473,0.166503
0.40,2.358850,0.166794
0.40,2.367210,0.167087
0.40,2.375615,0.167367
0.40,2.384005,0.167656
0.40,2.392439,0.167942
0.40,2.400857,0.168235
0.40,2.409320,0.168523
0.40,2.417769,0.168824
0.40,2.426260,0.169106
0.40,2.434739,0.169412
0.40,2.443260,0.169704
0.40,2.451771,0.170010
0.40,2.460322,0.170309
0.40,2.468861,0.170611
0.40,2.477440,0.170897
0.40,2.486010,0.171194
0.40,2.494620,0.171489
0.40,2.503216,0.171774
0.40,2.511859,0.172095
0.40,2.520487,0.172386
0.40,2.529161,0.172705
0.40,2.537819,0.173012
0.40,2.546521,0.173312
0.40,2.555209,0.173610
0.40,2.563942,0.173905
0.40,2.572661,0.174212
0.40,2.581424,0.174516
0.40,2.590176,0.174832
0.40,2.598968,0.175132
0.40,2.607751,0.175448
0.40,2.616574,0.175746
0.40,2.625387,0.176055
0.40,2.634240,0.176362
0.40,2.643085,0.176673
0.40,2.651969,0.176974
0.40,2.660845,0.177290
0.40,2.669762,0.177606
0.40,2.678667,0.177908
0.40,2.687614,0.178227
0.40,2.696550,0.178529
0.40,2.705530,0.178840
0.40,2.714499,0.179162
0.40,2.723509,0.179475
0.40,2.732510,0.179800
0.40,2.741552,0.180111
0.40,2.750584,0.180424
0.40,2.759658,0.180745
0.40,2.768723,0.181066
0.40,2.777829,0.181385
0.40,2.786926,0.181710
0.40,2.796063,0.182026
0.40,2.805193,0.182349
0.40,2.814362,0.182668
0.40,2.823526,0.183000
0.40,2.832728,0.183325
0.40,2.841925,0.183657
0.40,2.851159,0.183985
0.40,2.860389,0.184316
0.40,2.869657,0.184642
0.43,0.027827,0.000000
0.43,0.021349,0.000000
0.43,0.021183,0.000000
0.43,0.085810,0.000000
0.43,0.067121,0.196468
0.43,0.075774,0.272129
0.43,0.066370,0.225938
0.43,0.076821,-0.044947
0.43,0.069058,0.009686
0.43,0.080802,0.025136
0.43,0.075246,0.044380
0.43,0.106943,0.150609
0.43,0.285223,1.080824
0.43,0.403234,1.612163
0.43,0.436979,1.808662
0.43,0.432458,1.627573
0.43,0.449220,0.819986
0.43,0.546157,0.714614
0.43,0.617880,0.904508
0.43,0.691302,1.294222
0.43,0.714683,1.327315
0.43,0.742624,0.982335
0.43,0.782391,0.822555
0.43,0.855050,0.818737
0.43,0.868953,0.771351
0.43,0.898751,0.780634
0.43,0.927274,0.724414
0.43,0.965279,0.551147
0.43,0.999847,0.654471
0.43,1.038445,0.698469
0.43,1.071373,0.720493
0.43,1.113369,0.740449
0.43,1.144139,0.721458
0.43,1.177622,0.695887
0.43,1.205736,0.671818
0.43,1.238168,0.623997
0.43,1.265460,0.606603
0.43,1.299007,0.606925
0.43,1.327214,0.607386
0.43,1.358999,0.604155
0.43,1.385610,0.600752
0.43,1.418793,0.598929
0.43,1.445508,0.591473
0.43,1.477612,0.593064
0.43,1.502455,0.584226
0.43,1.533519,0.573630
0.43,1.557227,0.558595
0.43,1.587601,0.549946
0.43,1.610385,0.539647
0.43,1.640128,0.533046
0.43,1.662021,0.523968
0.43,1.691095,0.517470
0.43,1.712081,0.508482
0.43,1.740436,0.501539
0.43,1.760493,0.492362
0.43,1.788090,0.484971
0.43,1.807196,0.475574
0.43,1.834009,0.467868
0.43,1.852177,0.458418
0.43,1.878187,0.450487
0.43,1.895438,0.441213
0.43,1.920695,0.433430
0.43,1.937250,0.425364
0.43,1.962135,0.419740
0.43,1.978390,0.414757
0.43,2.003183,0.412441
0.43,2.019355,0.410525
0.43,2.044204,0.410343
0.43,2.060409,0.410094
0.43,2.085383,0.410997
0.43,2.101685,0.411650
0.43,2.126822,0.413092
0.43,2.143249,0.414202
0.43,2.168563,0.415904
0.43,2.185134,0.417246
0.43,2.210633,0.419056
0.43,2.227357,0.420539
0.43,2.253039,0.422379
0.43,2.269926,0.423959
0.43,2.295792,0.425794
0.43,2.312841,0.427422
0.43,2.338888,0.429244
0.43,2.356108,0.430913
0.43,2.382332,0.432701
0.43,2.399726,0.434425
0.43,2.426125,0.436185
0.43,2.443697,0.437945
0.43,2.470269,0.439683
0.43,2.488023,0.441483
0.43,2.514764,0.443195
0.43,2.532704,0.445035
0.43,2.559614,0.446727
0.43,2.577745,0.448611
0.43,2.604823,0.450293
0.43,2.623151,0.452234
0.43,2.650391,0.453885
0.43,2.668922,0.455884
0.43,2.696327,0.457521
0.43,2.715064,0.459566
0.43,2.742629,0.461191
0.43,2.761580,0.463292
0.43,2.789305,0.464888
0.43,2.808473,0.467043
0.43,2.836357,0.468638
0.43,2.855750,0.470850
0.43,2.883791,0.472433
0.43,2.903413,0.474700
0.43,2.931612,0.476274
0.43,2.951470,0.478602
0.43,2.979824,0.480165
0.43,2.999925,0.482560
0.43,3.028434,0.484109
0.43,3.048785,0.486572
0.43,3.077446,0.488111
0.43,3.098054,0.490646
0.43,3.126868,0.492171
0.43,3.147741,0.494784
0.43,3.176705,0.496296
0.43,3.197850,0.498980
0.43,3.226964,0.500482
0.43,3.248389,0.503239
0.43,3.277649,0.504719
0.43,3.299360,0.507549
0.43,3.328768,0.509017
0.43,3.350774,0.511922
0.43,3.380326,0.513386
0.43,3.402635,0.516374
0.43,3.432334,0.517830
0.43,3.454954,0.520903
0.43,3.484794,0.522340
0.43,3.507735,0.525501
0.43,3.537717,0.526919
0.43,3.560988,0.530170
0.43,3.591110,0.531579
0.43,3.614714,0.534893
0.43,3.644859,0.535709
0.43,3.668456,0.537341
0.43,3.698163,0.535264
0.43,3.721400,0.533431
0.43,3.750451,0.527958
0.43,3.773206,0.523745
0.43,3.801526,0.516816
0.43,3.823765,0.511824
0.43,3.851341,0.504452
0.43,3.873064,0.499290
0.43,3.899898,0.491859
0.43,3.921115,0.486750
0.43,3.947220,0.479391
0.43,3.967950,0.474430
0.43,3.993338,0.467203
0.43,4.013585,0.462351
0.43,4.038223,0.455015
0.43,4.057930,0.449901
0.43,4.081834,0.442476
0.43,4.101062,0.437384
0.43,4.124289,0.430333
0.43,4.143077,0.425739
0.43,4.165656,0.419111
0.43,4.184024,0.414812
0.43,4.205973,0.408417
0.43,4.223938,0.404305
0.43,4.245274,0.398091
0.43,4.262852,0.394138
0.43,4.283588,0.388075
0.43,4.300788,0.384248
0.43,4.320936,0.378312
0.43,4.337772,0.374599
0.43,4.357348,0.368801
0.43,4.373831,0.365213
0.43,4.392846,0.359550
0.43,4.408988,0.356079
0.43,4.427456,0.350540
0.43,4.443265,0.347174
0.43,4.461200,0.341768
0.43,4.476688,0.338500
0.43,4.494099,0.333216
0.43,4.509275,0.330048
0.43,4.526175,0.324876
0.43,4.541049,0.321805
0.43,4.557449,0.316748
0.43,4.572839,0.317821
0.43,4.591086,0.324556
0.43,4.609089,0.340202
0.43,4.629441,0.359958
0.43,4.648440,0.378005
0.43,4.667332,0.381230
0.43,4.681470,0.361906
0.43,4.691982,0.312707
0.43,4.701945,0.267525
0.43,4.713442,0.230548
0.43,4.727347,0.229383
0.43,4.745117,0.265675
0.43,4.760806,0.294303
0.43,4.771407,0.289826
0.43,4.781373,0.270132
0.43,4.791948,0.234153
0.43,4.802555,0.208746
0.43,4.813543,0.210681
0.43,4.824303,0.214650
0.43,4.828982,0.185170
0.46,0.027826,0.000000
0.46,0.021347,0.000000
0.46,0.020628,0.000000
0.46,0.054366,0.000000
0.46,0.044269,0.082211
0.46,0.055722,0.171876
0.46,0.048894,0.141328
0.46,0.061028,0.033311
0.46,0.054853,0.052920
0.46,0.068962,0.066198
0.46,0.066456,0.087812
0.46,0.161110,0.500410
0.46,0.327930,1.365387
0.46,0.466194,1.986161
0.46,0.509209,2.213764
0.46,0.554861,1.968752
0.46,0.607339,1.397048
0.46,0.700223,1.170146
0.46,0.727539,1.091649
0.46,0.747926,0.965325
0.46,0.772208,0.824342
0.46,0.815418,0.575974
0.46,0.862019,0.672402
0.46,0.914310,0.831922
0.46,0.963098,0.954453
0.46,1.009756,0.971691
0.46,1.051158,0.945692
0.46,1.090894,0.882920
0.46,1.131113,0.840075
0.46,1.178701,0.844725
0.46,1.225148,0.869953
0.46,1.268373,0.887395
0.46,1.306442,0.876641
0.46,1.343540,0.824193
0.46,1.385033,0.799425
0.46,1.425771,0.786991
0.46,1.464320,0.789390
0.46,1.501539,0.789994
0.46,1.538067,0.765168
0.46,1.574188,0.742081
0.46,1.609997,0.728384
0.46,1.645546,0.720034
0.46,1.680763,0.713483
0.46,1.715670,0.707412
0.46,1.750181,0.700921
0.46,1.784271,0.693625
0.46,1.817910,0.685734
0.46,1.851267,0.677984
0.46,1.884495,0.671569
0.46,1.917716,0.667225
0.46,1.951002,0.665459
0.46,1.984416,0.665745
0.46,2.017984,0.667445
0.46,2.051743,0.670136
0.46,2.085699,0.673485
0.46,2.119870,0.677273
0.46,2.154257,0.681364
0.46,2.188867,0.685620
0.46,2.223700,0.690007
0.46,2.258762,0.694458
0.46,2.294046,0.698949
0.46,2.329561,0.703471
0.46,2.365299,0.707993
0.46,2.401268,0.712528
0.46,2.437460,0.717070
0.46,2.473883,0.721609
0.46,2.510531,0.726160
0.46,2.547409,0.730708
0.46,2.584515,0.735273
0.46,2.621853,0.739852
0.46,2.659422,0.744458
0.46,2.697225,0.749078
0.46,2.735261,0.753731
0.46,2.773539,0.758431
0.46,2.812053,0.763154
0.46,2.850813,0.767939
0.46,2.889810,0.772743
0.46,2.929060,0.777602
0.46,2.968554,0.782503
0.46,3.008304,0.787454
0.46,3.048305,0.792477
0.46,3.088566,0.797531
0.46,3.129087,0.802669
0.46,3.169873,0.807849
0.46,3.210926,0.813103
0.46,3.252250,0.818419
0.46,3.293847,0.823799
0.46,3.335724,0.829252
0.46,3.377881,0.834776
0.46,3.420325,0.840377
0.46,3.463058,0.846056
0.46,3.506086,0.851810
0.46,3.549404,0.857613
0.46,3.592848,0.862617
0.46,3.636180,0.865609
0.46,3.679250,0.865824
0.46,3.721967,0.862815
0.46,3.764276,0.857137
0.46,3.806148,0.849837
0.46,3.847567,0.841582
0.46,3.888527,0.832800
0.46,3.929008,0.823663
0.46,3.968928,0.813900
0.46,4.008309,0.803710
0.46,4.047188,0.793306
0.46,4.085529,0.782602
0.46,4.123355,0.772139
0.46,4.160706,0.761988
0.46,4.197605,0.752086
0.46,4.234069,0.742700
0.46,4.270109,0.733768
0.46,4.305736,0.725149
0.46,4.340957,0.716762
0.46,4.375779,0.708553
0.46,4.410207,0.700492
0.46,4.444247,0.692552
0.46,4.477904,0.684732
0.46,4.511183,0.677021
0.46,4.544090,0.669415
0.46,4.576629,0.661915
0.46,4.608808,0.654519
0.46,4.640627,0.647216
0.46,4.672093,0.640011
0.46,4.703189,0.632796
0.46,4.733889,0.625405
0.46,4.764208,0.617909
0.46,4.794172,0.610399
0.46,4.823798,0.603046
0.46,4.853105,0.596081
0.46,4.882112,0.589518
0.46,4.910834,0.583309
0.46,4.939280,0.577410
0.46,4.967454,0.571746
0.46,4.995306,0.565969
0.46,5.022762,0.559641
0.46,5.046986,0.538531
0.46,5.004342,0.184440
0.46,4.990604,-0.023509
0.46,5.018313,-0.022248
0.46,5.047230,0.001219
0.46,5.047909,0.217835
0.46,4.994409,0.019027
0.46,5.072134,0.269105
0.46,5.017562,-0.148337
0.46,5.057026,0.045585
0.46,5.017031,0.113108
0.46,5.115987,0.219266
0.46,5.038281,0.103592
0.46,5.118009,0.304915
0.46,5.073847,0.284084
0.46,5.072354,-0.218163
0.46,5.116536,0.391274
0.46,5.010241,-0.538840
0.46,5.105866,0.160094
0.46,5.070899,-0.007275
0.46,5.016648,-0.499437
0.46,5.136415,0.630870
0.46,5.086581,-0.096425
0.46,5.005111,-0.328943
0.46,5.133002,0.581766
0.46,5.097559,-0.194279
0.46,5.045183,-0.206993
0.46,5.163318,0.791035
0.46,5.125434,-0.037837
0.46,5.053072,-0.222435
0.46,4.992985,-0.260990
0.46,5.205976,0.213292
0.46,5.092119,-0.166574
0.46,5.054345,0.006364
0.46,5.109193,0.581043
0.46,5.194369,-0.058035
0.46,5.104539,0.062097
0.46,5.054888,0.002717
0.46,5.105489,-0.018520
0.46,5.186432,-0.039683
0.46,5.103783,-0.003777
0.46,5.077686,0.113987
0.46,5.012508,-0.464904
0.46,5.170416,-0.080081
0.46,5.211881,0.540491
0.46,5.161761,0.420378
0.46,5.080013,0.337524
0.46,5.048091,-0.611626
0.46,5.125354,-0.432635
0.46,5.228140,0.331891
0.46,5.148847,0.344170
0.46,5.115347,0.336282
0.46,5.040179,-0.425879
0.46,5.024035,-1.020523
0.46,5.231443,0.412980
0.46,5.223744,0.541983
0.46,5.145410,0.526154
0.46,5.113591,0.447778
0.46,5.042139,-0.946521
0.46,5.021052,-1.013459
0.46,5.241694,0.481424
0.46,5.247089,0.667490
0.46,5.169201,0.635312
0.46,5.137432,0.581899
0.46,5.066717,-0.874889
0.50,0.027827,0.000000
0.50,0.021349,0.000000
0.50,0.020101,0.000000
0.50,0.053478,0.000000
0.50,0.014006,-0.069103
0.50,0.068023,0.233370
0.50,0.132101,0.560000
0.50,0.203970,0.752459
0.50,0.244217,1.151055
0.50,0.344855,1.384160
0.50,0.401494,1.346968
0.50,0.422306,1.091680
0.50,0.502839,1.293111
0.50,0.566907,1.110259
0.50,0.662347,1.304267
0.50,0.683219,1.304564
0.50,0.710285,1.037230
0.50,0.809742,1.214178
0.50,0.849421,0.935368
0.50,0.905414,1.110973
0.50,0.964423,1.270688
0.50,1.028117,1.091873
0.50,1.084261,1.174198
0.50,1.144214,1.194003
0.50,1.195938,1.157573
0.50,1.248297,1.100902
0.50,1.293899,1.048194
0.50,1.345423,1.006043
0.50,1.391165,0.976137
0.50,1.442085,0.968941
0.50,1.486756,0.964284
0.50,1.538276,0.964267
0.50,1.583607,0.962208
0.50,1.636218,0.970665
0.50,1.681767,0.975052
0.50,1.734680,0.982017
0.50,1.780225,0.983091
0.50,1.833784,0.987830
0.50,1.879947,0.990903
0.50,1.934527,0.999238
0.50,1.981582,1.006786
0.50,2.037289,1.017524
0.50,2.085334,1.026931
0.50,2.142178,1.038251
0.50,2.191241,1.048293
0.50,2.249205,1.059578
0.50,2.299301,1.069835
0.50,2.358358,1.080901
0.50,2.409501,1.091300
0.50,2.469632,1.102139
0.50,2.521840,1.112697
0.50,2.583033,1.123377
0.50,2.636331,1.134152
0.50,2.698582,1.144751
0.50,2.753008,1.155838
0.50,2.816319,1.166428
0.50,2.871914,1.177915
0.50,2.936290,1.188536
0.50,2.993113,1.200526
0.50,3.058565,1.211229
0.50,3.116673,1.223797
0.50,3.183216,1.234631
0.50,3.242681,1.247840
0.50,3.310332,1.258839
0.50,3.371235,1.272810
0.50,3.440020,1.284019
0.50,3.502299,1.298090
0.50,3.571511,1.305894
0.50,3.633964,1.313643
0.50,3.702400,1.311903
0.50,3.764308,1.310047
0.50,3.831487,1.299879
0.50,3.892658,1.293473
0.50,3.958370,1.279849
0.50,4.018219,1.269555
0.50,4.081567,1.250397
0.50,4.139919,1.236305
0.50,4.201409,1.215195
0.50,4.258729,1.202550
0.50,4.318618,1.185255
0.50,4.375097,1.175890
0.50,4.433482,1.160366
0.50,4.489227,1.152489
0.50,4.546151,1.137668
0.50,4.601235,1.130690
0.50,4.656600,1.115591
0.50,4.710738,1.107556
0.50,4.764392,1.091202
0.50,4.817427,1.080957
0.50,4.870028,1.067136
0.50,4.922199,1.057303
0.50,4.973825,1.047166
0.50,5.024820,1.036966
0.50,5.074902,1.024372
0.50,5.050642,0.642214
0.50,5.022760,0.244677
0.50,5.088598,0.318889
0.50,5.011558,-0.316719
0.50,5.106133,0.277459
0.50,5.075461,0.263504
0.50,4.972648,-0.579752
0.50,5.141417,0.649296
0.50,5.143908,0.188872
0.50,5.053245,-0.111080
0.50,5.013384,0.203683
0.50,5.189525,0.240536
0.50,5.160975,0.085335
0.50,5.081988,0.143716
0.50,5.054230,0.204230
0.50,4.989907,-0.998090
0.50,5.307676,0.733508
0.50,5.247089,0.825502
0.50,5.216104,0.809370
0.50,5.152879,0.814864
0.50,5.139722,-0.839772
0.50,5.090586,-0.782512
0.50,5.090511,-0.627964
0.50,5.054443,-0.492182
0.50,5.064526,-0.375981
0.50,5.039067,-0.257596
0.50,5.057043,-0.167341
0.50,5.039788,-0.073273
0.50,5.063814,-0.003558
0.50,5.052730,0.068317
0.50,5.081305,0.121312
0.50,5.074772,0.174917
0.50,5.106695,0.214405
0.50,5.103448,0.253590
0.50,5.137782,0.282384
0.50,5.136856,0.310421
0.50,5.172868,0.330865
0.50,5.173537,0.350445
0.50,5.210680,0.364488
0.50,5.212399,0.377718
0.50,5.250258,0.386950
0.50,5.252629,0.395459
0.50,5.290896,0.401079
0.50,5.295963,0.417820
0.50,5.338330,0.440359
0.50,5.354908,0.511396
0.50,5.398765,0.539346
0.50,5.411274,0.576555
0.50,5.450669,0.561695
0.50,5.433859,0.394753
0.50,5.468638,0.349364
0.50,5.465878,0.273018
0.50,5.506750,0.280407
0.50,5.527769,0.469552
0.50,5.563197,0.472797
0.50,5.533249,0.336855
0.50,5.557446,0.253479
0.50,5.931116,2.016733
0.50,6.164245,3.005239
0.50,6.296487,3.816188
0.50,6.433617,4.380855
0.50,6.527235,2.980597
0.50,6.651120,2.434374
0.50,6.731024,2.172687
0.50,6.806660,1.865213
0.50,6.857900,1.653324
0.50,6.930847,1.398639
0.50,6.970366,1.196712
0.50,7.032138,1.127392
0.50,7.058208,1.001542
0.50,7.131216,1.001841
0.50,7.160742,0.951879
0.50,7.225635,0.967483
0.50,7.253077,0.974342
0.50,7.312074,0.904291
0.50,7.338173,0.887155
0.50,7.395321,0.848430
0.50,7.420674,0.837986
0.50,7.476966,0.824460
0.50,7.501809,0.818179
0.50,7.557468,0.810734
0.50,7.581854,0.805901
0.50,7.636911,0.799726
0.50,7.660839,0.795150
0.50,7.715290,0.789114
0.50,7.738757,0.784514
0.50,7.792599,0.778439
0.50,7.815601,0.773809
0.50,7.868829,0.767691
0.50,7.891373,0.763080
0.50,7.943993,0.756972
0.50,7.966081,0.752398
0.50,8.018096,0.746335
0.50,8.039732,0.741795
0.50,8.091150,0.735782
0.50,8.112344,0.731319
0.50,8.163170,0.725370
0.50,8.183929,0.720983
0.50,8.234168,0.715094
0.50,8.254498,0.710769
0.50,8.304157,0.704937
0.50,8.324064,0.700678
0.50,8.373150,0.694909
0.50,8.392643,0.690722
0.50,8.441158,0.685004
0.50,8.460240,0.680880
0.60,0.027828,0.000000
0.60,0.021349,0.000000
0.60,0.018907,0.000000
0.60,0.055403,0.000000
0.60,0.040566,0.063690
0.60,0.053682,0.161667
0.60,0.051015,0.160539
0.60,0.175197,0.598969
0.60,0.336615,1.480246
0.60,0.445611,1.959642
0.60,0.550174,2.495793
0.60,0.607690,2.162466
0.60,0.734592,1.989887
0.60,0.776718,1.655535
0.60,0.951895,2.008604
0.60,0.975035,1.836723
0.60,1.119805,1.926062
0.60,1.192918,2.081000
0.60,1.243715,1.459104
0.60,1.315811,1.703883
0.60,1.401905,1.410502
0.60,1.463506,1.352940
0.60,1.535369,1.458267
0.60,1.609229,1.467091
0.60,1.691240,1.446674
0.60,1.771684,1.540894
0.60,1.864600,1.646154
0.60,1.954010,1.723902
0.60,2.054695,1.817275
0.60,2.150787,1.895511
0.60,2.257468,1.964340
0.60,2.358934,2.024623
0.60,2.470677,2.079910
0.60,2.576866,2.130398
0.60,2.693206,2.178693
0.60,2.803879,2.224722
0.60,2.924633,2.269784
0.60,3.039842,2.314880
0.60,3.165033,2.359134
0.60,3.284814,2.404674
0.60,3.413150,2.442583
0.60,3.535143,2.476504
0.60,3.664087,2.495270
0.60,3.787513,2.513496
0.60,3.915326,2.510878
0.60,4.035339,2.500979
0.60,4.157370,2.466414
0.60,4.274831,2.436592
0.60,4.393176,2.389249
0.60,4.508128,2.363946
0.60,4.621512,2.320713
0.60,4.733755,2.294617
0.60,4.845193,2.260089
0.60,4.955795,2.238335
0.60,5.065550,2.220189
0.60,5.169548,2.178965
0.60,5.118756,1.367811
0.60,5.020562,0.323836
0.60,5.172467,0.534582
0.60,5.185045,0.077486
0.60,5.156784,0.190142
0.60,5.104144,0.417908
0.60,5.109684,-0.313915
0.60,5.089914,-0.475653
0.60,5.125033,-0.158754
0.60,5.136292,0.160740
0.60,5.161550,0.259330
0.60,5.140292,0.251889
0.60,5.512866,1.939162
0.60,5.901435,3.825718
0.60,6.098483,4.684666
0.60,6.262073,5.608907
0.60,6.425848,4.564911
0.60,6.552478,3.255214
0.60,6.698106,2.998118
0.60,6.809461,2.736938
0.60,6.944676,2.594142
0.60,7.047365,2.474434
0.60,7.176265,2.390793
0.60,7.273812,2.321758
0.60,7.398636,2.269798
0.60,7.492935,2.227848
0.60,7.614926,2.193303
0.60,7.707008,2.165980
0.60,7.826862,2.141129
0.60,7.917307,2.121862
0.60,8.035416,2.102454
0.60,8.124544,2.087677
0.60,8.241127,2.071326
0.60,8.329129,2.059109
0.60,8.444300,2.044420
0.60,8.531283,2.033696
0.60,8.645112,2.019924
0.60,8.731150,2.010106
0.60,8.843667,1.996831
0.60,8.928808,1.987623
0.60,9.040027,1.974577
0.60,9.124307,1.965784
0.60,9.234238,1.952856
0.60,9.317687,1.944397
0.60,9.426332,1.931522
0.60,9.508979,1.923363
0.60,9.617953,1.918577
0.60,9.711197,1.967549
0.60,9.823076,1.983723
0.60,9.897210,1.941152
0.60,9.998174,1.901102
0.60,10.085069,1.869362
0.60,10.187622,1.822728
0.60,10.261076,1.819329
0.60,10.362097,1.819615
0.60,10.365485,1.402079
0.60,10.370800,0.915890
0.60,10.543442,1.411831
0.60,10.862831,2.503669
0.60,11.089201,3.618580
0.60,11.265450,4.473253
0.60,11.387375,4.219664
0.60,11.505097,3.211333
0.60,11.591006,2.509024
0.60,11.687362,2.109558
0.60,11.762257,1.874411
0.60,11.850706,1.728043
0.60,11.921438,1.652162
0.60,12.006362,1.595003
0.60,12.075261,1.565018
0.60,12.158216,1.537551
0.60,12.226321,1.524414
0.60,12.307980,1.508089
0.60,12.375729,1.502343
0.60,12.456359,1.490715
0.60,12.523934,1.488063
0.60,12.603635,1.478272
0.60,12.671115,1.476928
0.60,12.749925,1.467831
0.60,12.817354,1.467102
0.60,12.895278,1.458218
0.60,12.962679,1.457822
0.60,13.039714,1.448943
0.60,13.107109,1.448776
0.60,13.183244,1.439830
0.60,13.250654,1.439873
0.60,13.325875,1.430808
0.60,13.393318,1.431046
0.60,13.467611,1.421834
0.60,13.535120,1.422329
0.60,13.608456,1.412902
0.60,13.676064,1.413727
0.60,13.748355,1.403718
0.60,13.816127,1.405034
0.60,13.887169,1.393566
0.60,13.955121,1.395287
0.60,14.024885,1.382651
0.60,14.092838,1.383557
0.60,14.161554,1.371927
0.60,14.229329,1.371040
0.60,14.297290,1.362027
0.60,14.364770,1.359657
0.60,14.432180,1.353130
0.60,14.499306,1.349882
0.60,14.566273,1.344913
0.60,14.633023,1.341266
0.60,14.699587,1.337036
0.60,14.765956,1.333250
0.60,14.832137,1.329321
0.60,14.898129,1.325530
0.60,14.963932,1.321725
0.60,15.029548,1.317962
0.60,15.094977,1.314200
0.60,15.160219,1.310452
0.60,15.225276,1.306718
0.60,15.290147,1.302994
0.60,15.354834,1.299284
0.60,15.419338,1.295594
0.60,15.483656,1.291898
0.60,15.547793,1.288231
0.60,15.611743,1.284545
0.60,15.675513,1.280878
0.60,15.739103,1.277235
0.60,15.802509,1.273578
0.60,15.865731,1.269940
0.60,15.928775,1.266306
0.60,15.991636,1.262668
0.60,16.054321,1.259063
